Content Manifest for Depot 2722711 

Manifest ID / date     : 3533270317117975849 / 08/05/2025 22:25:57 
Total number of files  : 1395 
Total number of chunks : 3575 
Total bytes on disk    : 2538265679 
Total bytes compressed : 1847648256 


          Size Chunks File SHA                                 Flags Name
         11250      1 0f040dc27072bcfa1fd2ac991bece736ae4f5d0a     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC151World.tif
          6674      1 1a04a8806f2048fcfff75c25bcd009c7370cd090     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC152World.tif
          7134      1 5418143cac9c537de7ee5ed9734f062219816b57     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC153World.tif
         20808      1 46da2013734d3d9b2f13c9f0f881de8058113287     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC154World.tif
          7126      1 036c3418b3e22345e6c518ddc430f36737462beb     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC155World.tif
          3046      1 99575c5f7715f121d2f16e7cfc2257a5590bd116     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC159World.tif
          4620      1 95b867313c42a1598d84eb2717efa4b85985afab     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC160World.tif
          9792      1 e7a29edfeebeeb035ce4f8a00e3326c42715bdc6     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC161World.tif
          6714      1 6f62a73aecf4a4006e458c2cd25c2d71f60a9ddf     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC164World.tif
         70200      1 94d1b3fc2d1225ae4a15e475a8588af72a2277ed     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC165World.tif
          7928      1 ce5abbba0e900f7117ce440fe1ef7709075d9a45     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC166World.tif
          6774      1 6c7f0b34673a5d46d38ddca14286d863d6c61dae     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC167World.tif
          4722      1 bd8461abd97b6eb8c004ac596e1289204e858ecc     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC171World.tif
          3138      1 352e180ccfa63502eb11388632c4320f2f225a7d     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC172World.tif
          6408      1 ec1b80e0a62667c63ce07fff5f5412ef4039352a     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC173World.tif
          6652      1 3264f8db206f4507c0d8312c64b04a38cd3c343d     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC174World.tif
         24284      1 72f4243861ff138c7a6e20925e8f0fc05b0fa239     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC176World.tif
          2966      1 896c3c631137af29985ef6158e1a4f85cc9aeb6d     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC178World.tif
          7366      1 60ee43649343454ac43cf141548003fa09699876     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC179World.tif
          7746      1 e85ae5d6c067dce2daccf0365d028634968d9e86     0 Data\Source\TGATextures\Terrain\OverlayMasks\LC180World.tif
         28426      1 a985f3562ee12c0f668bcf427ab704ea1786294b     0 Data\Source\TGATextures\Terrain\OverlayMasks\NeonCity.tif
         87264      1 faf824ca6cc299b3dafd8524c4f8db400bf7f7d8     0 Data\Source\TGATextures\Terrain\OverlayMasks\NewAtlantis.tif
          4018      1 750e637cec31f0b1890f7f50421496723d5150e8     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF001CaveWorld.tif
          3914      1 68b9fa4f0e209336cc45971463d8fdcf77e2d387     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF002CaveWorld.tif
          3504      1 6867c883109caa7deba78989ceb5b200e0557626     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF003CaveWorld.tif
          3530      1 b45ce5f9ba158c30a9dfbc6d8015c5d94ac1ad16     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF004CaveWorld.tif
          3890      1 4d8f9d2ff9752b1797b1af15fa14c6e430946869     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF005CaveWorld.tif
          3646      1 b80f28d3817274cfa828dcebc9d00759039bded8     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF006CaveWorld.tif
          3620      1 a4693e219334f9339f7a2f0372d41ce5ddb7c9fc     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF007CaveWorld.tif
          3876      1 5582bb9bde9f8cae66e5e49c21336a44ad3adb72     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF008CaveWorld.tif
          3808      1 62707288d2a66029939625ff6f4a1b9a0daaeb6a     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF009CaveWorld.tif
          3288      1 c8f59a5e91e7a01e8d1806818a79a4ff6fba22e8     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF010CaveWorld.tif
          3642      1 084d20738f90c2ed0e4737ebc2f55cfe6c22a358     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF011CaveWorld.tif
          3112      1 7be42fa673839514ea7f171043eb7586d00ea180     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF014CaveWorld.tif
          3000      1 57f4d04b1f6453e51fabdcb836795274c0c6ae70     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF015World.tif
          2940      1 029a75218650a6ff21579b20aeeff4d27bd48b44     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF016World.tif
          2900      1 c9be992412d086eae62ef0f7dd6937229372eeba     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF017World.tif
          3036      1 ce68ea0bfd23627a0bf5f3c13391096594be43a4     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF018World.tif
          6558      1 dc6777d7fa00dcdd987749a3fcf5bd23859db397     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF019World.tif
          3092      1 fce898fc00e60c33c244401b9339f965e93b0124     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF020World.tif
          3092      1 edc1e8245755066bd38aeac7645c841113d4d8fc     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF021World.tif
          4778      1 27c3a8bd8c6d6ba95ccf0c1d78ed8703820c44a6     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF022World.tif
          3138      1 5570c976549da0fd5ea2ec2c5734b4d0dc08cea5     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF023World.tif
          2998      1 229098ad85c5d3c6d396ad6ebcffe59672fb24a6     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF024World.tif
          2982      1 93726f6210e74f7ecc132d4d339f9403e4011ec8     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF025World.tif
          5260      1 a0767e4df81fa2a5b56f8579426a006da8c7d468     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAF026World.tif
          3798      1 93cef5d70cde30dcf004548043cd33664ca3aabf     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAH001World.tif
          4342      1 6c07e3b4961670b1f31fd109e8f5236d730b8df8     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEAH002World.tif
          4580      1 6807e3d3fbcb34f181f555fd103dd24502936b29     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB001World.tif
          3142      1 4bb4819d847ee905c3996d4d72dd9fb58e4b6e00     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB002World.tif
          4720      1 c69aeff452491955a6d940f743540ac682daa996     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB003World.tif
          3158      1 10dd4db822664796682b4acb086ef703e35aefd6     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB004World.tif
          2838      1 22d7214f4688a6cfabc8c868e799733de5c7ad7f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB005World.tif
          2982      1 bc7016f9f3789972e3026b2d6b5830932cdd0d6a     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB007World.tif
          2892      1 85f732208096271047a49bb8910339b97969a6bd     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB008World.tif
          2954      1 1d5830833910294c4b914c1f5235f85987fef380     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB009World.tif
          2828      1 681eb9b6884a0c58b81f95fb3bcb2c6ee931a781     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB010World.tif
          2842      1 f7e46976b59b4ed535dae8de2fd34a9d6cf7de90     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB011World.tif
          4682      1 7021362b97904174bde11aebfa3dc553469d6a19     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB012World.tif
          4756      1 896e72877024c938a8876ccc62af28a12854e176     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB013World.tif
          3022      1 d07bfea2c0cb68a9c866a00e4a58e5e86b1b9367     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB014World.tif
          2832      1 5257cac5afd146add23e034acb67b2c97c3a65e9     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB015World.tif
          3050      1 f53b29e3a08ec77b036a790ddd634a5850feb749     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB016World.tif
          3074      1 af2b86d32d1d1746c311f29955f89685f6cc2899     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB017World.tif
          3188      1 26136f00717bb462796ef38a1ce07a47de735c28     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB018World.tif
          2918      1 b7d2a7f046ac9b3217322e8689733ac81d749b84     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB019World.tif
          3178      1 20abe18034e31dc5a80c51a5e011c91ccc481e09     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB020World.tif
          4452      1 6a3f7b33dd80520e035feee68294f0ec0777d9e6     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB021World.tif
          4610      1 e79492088ea1c9b4fe063530ccc2335341b0a8a7     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB022World.tif
          5128      1 fc4d16b4a848c20415608d33ba49e7b9f592bacf     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB023World.tif
          4458      1 29ce4dee70ad83d5d67bace8078353cd58bcfc74     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB024World.tif
          7330      1 0d50374e9636c526d9863a01d06aae00eea7b510     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB026World.tif
          5500      1 37de4928c629047776298a23ceedefbe1ec03900     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB027World.tif
          4786      1 8137afcfc68a48e48a194b2ac2399f3effe0acf7     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB028World.tif
          4070      1 236353c492f49e0c06f289d478543ec2471a2c53     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB029World.tif
          4622      1 4b90f62aa9b679ea53a11950ed27069e114472a4     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB030World.tif
          3010      1 48cc2f4f9d8fe106c0ec07344bf48bd63d71bcc3     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB031World.tif
          4660      1 2d8f260b284db9ad05ec7c0545a5ab902e8fb50e     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB032World.tif
          5766      1 c97b0e82548174b817a2faf3a0f2fb1a78046681     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEBB034World.tif
          3000      1 0ce86b14f63b3262c18ff46ee42309baa02591f4     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB001World.tif
          7072      1 cea84bd50dd93d2cab668c9ede3ec0e07d7a29d7     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB002World.tif
          3164      1 7ba6e28e3cc33551f318bcfcc72317188b15d251     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB502World.tif
          3260      1 bec72e5e4155ac2064795282e6d822dd57027fa1     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB503World.tif
          7388      1 cea7206af43a85998a03d4c8ff98a0b3f67b45bf     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB505World.tif
          6402      1 8907a2e668b4e3f43417af8e38191a9d22acbf8a     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB506World.tif
          2996      1 c11e8efbb0f7f0b4130572d4c563539b0b9bac53     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB507World.tif
          7506      1 de2b1f48fa095138315aaa581bdc4745b42f7a3b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB508World.tif
          8872      1 ad4666d136a909e2b475ea37301d7630b10c5712     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB509World.tif
          2990      1 872e301a2127400d431277d72d6a003cc075c1e2     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB510World.tif
          4944      1 ee5346f74e065738b16f846a7f71ddbf847038c3     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDB511World.tif
          3738      1 001f89b30d84a617898634f20c84f07c48a8cffc     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDebugNaturalOverlay.tif
         17526      1 d26898b8734d069355c79d081345fb536e636f3f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDebugOverlay.tif
          7078      1 bec097d1247e14197135db3083aa9ae12de4b768     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEDebugShipwreckOverlay.tif
          4328      1 7998b2261c688ec7dff7c96e0289898d5e477655     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM001World.tif
          3582      1 eb78400fcc74c49c723427287681e5291880029d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM002World.tif
          3000      1 51f71fcb882478b90f5baa69a4a38eefaab312f4     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM003World.tif
          2982      1 91177028d2fb8fa904f9a8fd741289977ac4a1cf     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM004World.tif
          2954      1 cee2a7c48d48cc3e5b8a7e49585eb7cb665e8766     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM005World.tif
          5712      1 9359fc0ba46162bacd8ab3ed5c40219deeeacb3d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM006World.tif
          2904      1 a880a6da6463062a9e5b4ca2dfb1ccd871e66071     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM007World.tif
          4892      1 4003ec9328d12daa017c0acf70e2eeecbfe97883     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM008World.tif
          2908      1 cfb90e17ea9720a1772556d23593ed8bc740eab1     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM009World.tif
          2936      1 b03aa0b9e13b2e4575100c79320c7a5057a7d8f8     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM010World.tif
          2976      1 150f178b8256603851d0152e922cac07b39006bb     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM011World.tif
          4028      1 c2b348a2590da75cf8777a9f3f154ac6a1d417de     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM012World.tif
          2972      1 c247f41fadff6f6c14805614b3b3ff7aeecb9f7d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM013World.tif
          2992      1 ea6ba82e69a55a2b817032378d9623386fc90259     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM014World.tif
          3002      1 a27e4604075dc2785571806f2155ba41e3576c76     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJM015World.tif
          3686      1 c0038f9689d79fda00e31ae803f3037f2a502fab     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP001CaveWorld.tif
          2990      1 fc8b0dc49749b4f505d41c7c94e9900df2a13120     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP002World.tif
          3850      1 b78455878b3e0968143f4a025a77c5440c21975d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP004CaveWorld.tif
          3060      1 46755fae36ced036f66e391344b752bba6819062     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP005CaveWorld.tif
          2908      1 ce02f0400f08e148dd0056dfda8cc20cb01573f5     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP006CaveWorld.tif
          3294      1 0b1132ff5f14d62b7046b4a78f58501dfd345b67     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP008CaveWorld.tif
          3046      1 74f9b559f7b117d628358cb72c38254b08100c7a     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP017World.tif
          2956      1 e0c04709e17f6f8f8226e458f36d6d76d0ba757d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP018World.tif
          2980      1 4b7fd685bfb0fb105b17e6a5bda282cfe6cc4d36     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP019World.tif
          2932      1 8c7e450aa4aef811504410065962523d56b3ec7a     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP020World.tif
          2916      1 f8baf7c070ca54c33dd522fd6013d9dc273963b6     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP021World.tif
          2962      1 9c0853daf8276d0d6b8b893653f4a86962710f2b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP022World.tif
          2960      1 c6396034216c64d3c3b6f8ee6f2fd3193e6a46e8     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP023World.tif
          2950      1 1f7b72e2850df6f9aaa12348d1a9a3189c462a3a     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP024World.tif
          2970      1 06691540195b85c7cc09b1d02bf04de34e0c93cb     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP025World.tif
          3258      1 4a7ac8030980dd511784d65b78085e94628a2226     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP026World.tif
          2982      1 fb4505c747dccf364d717e2334f0a03f07d10b49     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP027World.tif
          4898      1 368d3ce1184d80701fb74bbe540974f21c599c56     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP029World.tif
          4808      1 965e63a3c03b645ae3f68675ee597214e39418af     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP030World.tif
          4856      1 a07d29a56baf4df0201e595bb35a919c88dd43fb     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP031World.tif
          4764      1 4721f32675a0dd5d8840ea112aacf5be5e6fc0ea     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP032World.tif
          4758      1 bbb564ccd8aa77576480bb42d4a1a6e2dc7763b1     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEJP033World.tif
          4616      1 b8ff5eac5fdb216eead6feb80780ee30f83a2f56     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEKMK002SupplyMissionWorld.tif
          9006      1 e0d039fc9931b0adc80d7d440b6863b60957926b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEOB001World.tif
          3004      1 b76101e97c014e4f79fe476f7960eaa342389499     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEOB002CaveWorld.tif
          2818      1 507de21afaedff68188b3d8818540a36914f1f36     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEOB003CaveWorld.tif
          2810      1 0865f84946b5c62c91d04e3764fa3677d764314b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEOB004CaveWorld.tif
          3570      1 f656ffb9fa25279ad5a3298e16f64b8427c32da1     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEOB005CaveWorld.tif
         13750      1 eceb44c800e4da6dcfe38e03e19bfe35915289b5     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEOB006World.tif
         17644      1 03a055540928cef3886f9fbf7e31f63afdc34063     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEOB007World.tif
          7868      1 ca9131cf1af80a05c5935774d9f4aaf2550472d4     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEOB008World.tif
          6894      1 2a87aaaba91a9d4b6d7805a946824d18cdb9a8e9     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESC001World.tif
          9254      1 eb73783049bea718108b233ef99db1106c2e6c9b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESC002World.tif
          2952      1 fdf1164cac61553f7eddb0d21568f044c14cd3e3     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESC003World.tif
          3610      1 39cbcc2f2b0b16ba4a8cf8255c90f09496b4ab99     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD001CaveWorld.tif
          3614      1 59ff1c3673ae4149404f586eac10ae161aec073f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD003CaveWorld.tif
          3668      1 a0b4ca674770975249cf354bfb3d9085eb21a9c2     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD007CaveWorld.tif
          5650      1 9b88e2c81ad0f4061114c3b46ccd7246e129df6c     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD008World.tif
          4348      1 a12dbefb07bca940d41bcc6f1a35516e6414c327     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD009World.tif
          4902      1 e3201d525d5fbd84666b41a86ad47fd882a198ac     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD010World.tif
          3496      1 7ab6a652bc79028a042984f78b2ea8b933b88775     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD011World.tif
          3114      1 6ed0908d99388931ca72b25efecfdc71bf56f84f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD012World.tif
          3032      1 c1f314f1e00eff81a285c0495af3c0d19442609f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD013World.tif
          3048      1 8cdb2f203cbe9e66f69227bb7577ec8dccdfabb7     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD014World.tif
         12270      1 02d41a6c84c73bb47758977598ee88b3944279b4     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD015World.tif
          4398      1 5875bfb53919073ed3e6c52f07b7b1d1b593983b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD016World.tif
         10930      1 990a354ca682a5c0a5a18e03c4f61c7813a84365     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD017World.tif
          4610      1 6a171806ed4b3b271798e092f1a15f23e14790dc     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESD018World.tif
          2994      1 09b88035a3fb7e3b42da6b0e7d69079a1a58ef04     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESF001World.tif
          3020      1 d7956d155888a3809e32951677ac2065e962b536     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESF002World.tif
          3136      1 ce158ecc52164550403e0205072464d05470dd25     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESF003World.tif
          3250      1 6534a7a3db8f148cd12f2ad735b88fa68eff1074     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESF004World.tif
          2984      1 b5c248be81dd543c6b8256c754c8066368df7084     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESF005World.tif
          3060      1 ed7254ed8ea8018d85b3bd7ed503572fffbb6c3d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESF006World.tif
          3388      1 324c8120558a6340de57ec903405dda8d6d2fb3c     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESF007World.tif
          3672      1 8e5cf62278544afafea99a25c06382e444200925     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESF008World.tif
          3792      1 6f1170673056798b57163e84e92a4bc071691b7f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESF009World.tif
          4750      1 b52e3784d3b36c9d546ddaf99f5d628ca379667e     0 Data\Source\TGATextures\Terrain\OverlayMasks\OESF010World.tif
          3076      1 b0d2e376c71152968d8b2cca6b895a439b62af33     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEZW001CaveWorld.tif
          4106      1 d34e61abf3943d4b5257afee15cdc094588cbb7d     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEZW002CaveWorld.tif
          4028      1 49f5377d1f68a1b079e855ba1a75cc6daeb0e569     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEZW003CaveWorld.tif
          3304      1 4469efcd8bde61a8c4323fe8046e2b135e295abb     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEZW004CaveWorld.tif
          3324      1 883a92ba15c8f739aab8da6e5379993791f04be5     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEZW006CaveWorld.tif
          2866      1 9fcc44e6bec9b23cb63763b57091482cc64a9216     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEZW007CaveWorld.tif
          3670      1 e26349aee6f0414f8531ace26e2e01756db37375     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEZW008CaveWorld.tif
          4572      1 1b35291734d4652f186b481ea5998d26999503bc     0 Data\Source\TGATextures\Terrain\OverlayMasks\OEZW009World.tif
          3694      1 b660a70e703e555589b981137cd4121a1d3f1897     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayBlockOverlayPOIBiomeDenRough03.tif
          4626      1 9c3f4169cd17f37609c15f3f7dde8197b844fd6b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayBlockPOIBiomeOasis01.tif
          3236      1 54753743b528f406f575f7d03bedc65694c5cc9b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayCraterCaveEntrance01.tif
          4094      1 c2d2dd8a66572eccd4f3c4446da660632642820a     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayCratersSharpCaveEntrance01.tif
          3232      1 b6593f49198cd04b406ad58e6a261bb2a5f45c1f     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayFieldsFractureCaveEntrance01.tif
          3612      1 f94514f98137a5f0d13c19d01b08996d0ab4a1d3     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayFieldsHillsCaveEntrance01.tif
          3416      1 b31b9de2372ab94991cc84026a2b2cdecc4ac7b5     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayFieldsHillsCaveEntrance03.tif
          3256      1 e42b21ec1997e5e367b032e091ca1eccf53b7740     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayHillsRockyCaveEntrance01.tif
          3566      1 fb452b0a449ae63fb9b848d7be78d61451c6b5cf     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayHillsRoundedCaveEntrance01.tif
          3950      1 96ed2adf5dade5d8a857827a12eafede457cb562     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayHillsRoundedCaveEntrance02.tif
          4012      1 5c1b4d2cb2ec9f9660176a3d4a5474f10a1f0231     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayHillsSharpCaveEntrance01.tif
          3004      1 c6be69f1a268b70c7a113d7d9a6a70900174d9c4     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeArch01.tif
          7396      1 ef14bf588a2d57ddfba8e6f0a938fab7d4a4cc85     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeCraterGrove01.tif
          5322      1 e41bde6c8730ce504c1dbdfc0344f4eafe978d3c     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeCrystalCave1.tif
          5422      1 804b2e9f6c05c0c828feb426237c1ed220b8fda6     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeCrystalTrees01.tif
          2968      1 fe9479049279890e50627942506d80533b2c9b2b     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenLayered01.tif
          4860      1 5c8957aad62f8b538e97b70239d89e2a8fe5fe23     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenLayered02.tif
          2862      1 70251f33921bab7cff80d4b2d60523f2456a33df     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenPocked01.tif
          2824      1 71c095fdb4db768feb540a93cfb9e6922616c6cc     0 Data\Source\TGATextures\Terrain\OverlayMasks\OverlayPOIBiomeDenPocked02.tif
